lat,long,cropland,wildareas-v3-1993-human-footprint,wildareas-v3-2009-human-footprint,trees,grassland,shrubs,water
47.098392,6.986644,0.006800000090152025,7,12,0.218299999833107,0.7164000272750854,0,0
47.18465,7.702511,0,41,41,0.34860000014305115,0.09480000287294388,0,0
47.331994,9.415403,0.0010000000474974513,30,33,0.22540000081062317,0.3131999969482422,0,9.999999747378752e-5
46.337594,9.555908,0.054499998688697815,13,14,0.5730999708175659,0.1281999945640564,0,0
46.834311,9.457442,0.15649999678134918,41,45,0.18610000610351563,0.22679999470710754,0,0.060499999672174454
46.983531,9.660289,0,13,17,0.3490000069141388,0.6037999987602234,0,0
46.983786,9.64715,0,18,23,0.7117000222206116,0.28209999203681946,0,0
46.928553,9.710558,3.9999998989515007e-4,15,16,0.22179999947547913,0.661899983882904,0,0
47.561031,8.063136,0,44,44,0.3269999921321869,0.07169999927282333,0,0.1535000056028366
46.915883,8.993658,9.999999747378752e-5,11,13,0.46889999508857727,0.520799994468689,0,6.99999975040555e-4
47.092389,9.0719360000000009,0.006899999920278788,39,39,0.33719998598098755,0.19499999284744263,0,0.03680000081658363
47.365283,7.999019,0.04859999939799309,47,47,0.35600000619888306,0.13230000436306,0,0.043299999088048935
46.815436,10.335078,0,15,19,0.19820000231266022,0.7196999788284302,0,0
46.222336,7.594153,0,14,17,0.3953999876976013,0.41130000352859497,0,0
46.34585,9.595214,0.004399999976158142,10,16,0.6875,0.2849999964237213,0,0
47.470556,8.154928,0.10999999940395355,33,38,0.48899999260902405,0.32910001277923584,0,0
47.256317,7.808556,0.0658000037074089,43,44,0.6556000113487244,0.05739999935030937,0,0
47.690281,8.744,0.16990000009536743,41,40,0.319599986076355,0.21299999952316284,0,0.13019999861717224
47.179358,8.573208,0.002400000113993883,26,26,0.23010000586509705,0.6486999988555908,0,0
46.931325,9.566175,0,36,35,0.31299999356269836,0.38600000739097595,0,0.05079999938607216
47.218989,9.520044,0.016499999910593033,29,30,0.6721000075340271,0.28189998865127563,0,0
47.681939,8.615533,1.9999999494757503e-4,45,44,0.5076000094413757,0.03009999915957451,0,0.24869999289512634
47.568867,8.249947,0.07540000230073929,38,38,0.23149999976158142,0.179299995303154,0,0.005799999926239252
47.131972,8.748844,0.0013000000035390258,24,25,0.13249999284744263,0.11379999667406082,0,0.008200000040233135
47.442925,9.533178,0,26,26,0.3601999878883362,0.3621000051498413,0,1.9999999494757503e-4
47.062769,8.342442,0,41,41,0.558899998664856,0.4259999990463257,0,0
47.265317,8.332283,0.26010000705718994,30,33,0.22190000116825104,0.4966999888420105,0,0
47.481914,8.332208,0,35,35,0.7365999817848206,0.24899999797344208,0,0
46.143428,8.841697,0,40,39,0.288100004196167,0.017000000923871994,0,0.5986999869346619
46.872614,8.658569,1.9999999494757503e-4,28,24,0.35530000925064087,0.5741999745368958,0,0
46.18625,7.21845,0,36,40,0.12430000305175781,0.6908000111579895,0,0
46.884997,10.464608,0.024800000712275505,12,14,0.6317999958992004,0.24390000104904175,0,0.03849999979138374
46.2415,6.850589,0,7,24,0.46219998598098755,0.32089999318122864,0,0
47.656878,8.490242,0.2184000015258789,8,9,0.3244999945163727,0.435699999332428,0,0
47.472492,9.494931,1.9999999494757503e-4,39,39,0.5383999943733215,0.2946999967098236,0,0
46.808222,7.716267,0.03060000017285347,14,11,0.18559999763965607,0.7657999992370605,0,0
46.527333,8.932936,0.0010999999940395355,17,15,0.6571000218391418,0.28380000591278076,0,0
47.381992,7.215775,0.018799999728798866,21,17,0.2667999863624573,0.7019000053405762,0,0
47.563608,9.376172,0.00279999990016222,37,36,0.13860000669956207,0.07289999723434448,0,0.16089999675750732
47.698183,8.457489,0.009600000455975533,21,20,0.2962999939918518,0.4066999852657318,0,0
47.381969,9.348772,0.003800000064074993,28,29,0.17030000686645508,0.7921000123023987,0,0
47.076869,9.479753,0.003700000001117587,43,43,0.27459999918937683,0.5206000208854675,0,0
46.474036,6.835272,0,42,43,0.3603000044822693,0.28029999136924744,0,0
47.342472,8.444342,0.0714000016450882,30,30,0.5823000073432922,0.3089999854564667,0,0
46.924433,7.577772,0.17440000176429749,33,36,0.22259999811649323,0.5361999869346619,0,0
47.536489,8.819919,0.4413999915122986,37,38,0.211899995803833,0.16500000655651093,0,0
46.794394,10.296356,0,32,32,0.3653999865055084,0.2460000067949295,0,0.04540000110864639
45.857811,9.033789,0.0012000000569969416,31,30,0.8366000056266785,0.093299999833107,0,0
46.464014,6.891869,0.00139999995008111,38,39,0.5892999768257141,0.1451999992132187,0,0
46.841619,6.848706,0.3440000116825104,36,41,0.16089999675750732,0.22789999842643738,0,0
46.442531,8.950197,0,29,23,0.9154999852180481,0.08089999854564667,0,0
47.265314,7.165786,9.999999747378752e-5,13,11,0.3926999866962433,0.5722000002861023,0,0
46.172556,8.787417,0,43,43,0.482699990272522,0.023600000888109207,0,0
47.560647,8.887883,0.0015999999595806003,42,41,0.26820001006126404,0.24779999256134033,0,0
47.567569,9.125747,0.18690000474452972,39,38,0.38589999079704285,0.374099999666214,0,0
46.717125,7.569428,0.06549999862909317,18,19,0.22259999811649323,0.673799991607666,0,0.03359999880194664
47.514847,9.098194,0.10040000081062317,19,13,0.7024000287055969,0.19099999964237213,0,0
47.632486,9.048642,0.6855999827384949,21,15,0.07980000227689743,0.163100004196167,0,0
46.782531,8.669625,0.041600000113248825,30,22,0.4262000024318695,0.3228999972343445,0,0.0478999987244606
46.293494,7.892842,0.10329999774694443,40,40,0.17669999599456787,0.14399999380111694,0,0.10050000250339508
47.461458,9.056733,0.003800000064074993,41,41,0.3089999854564667,0.34850001335144043,0,0
47.064342,8.071028,0.006399999838322401,36,40,0.46560001373291016,0.25429999828338623,0,0
46.603731,7.921556,0.0019000000320374966,20,21,0.3562999963760376,0.460999995470047,0,0
47.320664,8.814333,0.2696000039577484,33,33,0.31369999051094055,0.37470000982284546,0,9.999999747378752e-5
47.049108,6.978031,0.054499998688697815,27,19,0.5917999744415283,0.3481000065803528,0,0
46.365406,7.065819,0,18,24,0.6378999948501587,0.3463999927043915,0,0
46.982014,6.599133,0.004100000020116568,10,6,0.032600000500679016,0.9553999900817871,0,0
47.481642,7.611114,0.009399999864399433,35,35,0.37560001015663147,0.18000000715255737,0,0
46.603092,10.421956,0.06469999998807907,17,15,0.41749998927116394,0.38999998569488525,0,0
47.158028,9.469656,0.07509999722242355,41,41,0.554099977016449,0.32690000534057617,0,0
47.205022,9.352617,0,17,16,0.19869999587535858,0.7038999795913696,0,0
46.949492,6.834386,0.20970000326633453,33,33,0.15860000252723694,0.23080000281333923,0,0.0032999999821186066
47.441186,7.597728,0.0017999999690800905,27,22,0.758899986743927,0.16680000722408295,0,0
46.438214,7.269478,0.017000000923871994,5,10,0.2897000014781952,0.670799970626831,0,0
47.499697,7.558086,0.10429999977350235,38,39,0.3776000142097473,0.11659999936819077,0,0
47.166514,8.28935,0.15960000455379486,23,24,0.1615000069141388,0.38029998540878296,0,0
47.048228,7.409689,0.49570000171661377,33,26,0.02070000022649765,0.415800005197525,0,0
46.684958,7.854311,0.00930000003427267,42,43,0.3977999985218048,0.056699998676776886,0,0.07699999958276749
47.049108,7.507072,0.17299999296665192,37,37,0.2498999983072281,0.15629999339580536,0,0
45.870208,8.967242,0.003800000064074993,40,41,0.3506999909877777,0.23729999363422394,0,0
47.079619,7.5848,0.20999999344348907,38,38,0.423799991607666,0.1265999972820282,0,0.0568000003695488
46.939633,7.806425,0.039400000125169754,32,25,0.26989999413490295,0.5853000283241272,0,0
47.000444,6.935714,0,42,42,0.9661999940872192,0.008100000210106373,0,0
46.554378,6.374472,0.39890000224113464,21,19,0.09279999881982803,0.4020000100135803,0,0
46.311967,8.987064,3.000000142492354e-4,31,24,0.5508999824523926,0.25459998846054077,0,0
46.570078,7.619381,0,13,16,0.6909999847412109,0.2766000032424927,0,0
46.477880999999996,8.800878,9.999999747378752e-5,21,30,0.670199990272522,0.1835000067949295,0,9.999999747378752e-5
46.811581,6.942469,0.27959999442100525,30,30,0.19900000095367432,0.45399999618530273,0,0.009200000204145908
47.493131,7.589494,0.0020000000949949026,37,37,0.5978000164031982,0.04560000076889992,0,0
46.046497,8.888964,0.0019000000320374966,25,26,0.7512000203132629,0.1940000057220459,0,0
46.537211,6.543094,0.09009999781847,43,43,0.365200012922287,0.15870000422000885,0,0
47.420981,8.273286,0.08900000154972076,35,36,0.29109999537467957,0.12110000103712082,0,0.07410000264644623
47.403389,9.326614,0,42,42,0.6919999718666077,0.07190000265836716,0,0.002899999963119626
46.495636,7.671325,0.0010000000474974513,17,21,0.3815999925136566,0.3400000035762787,0,0.009600000455975533
