lat,long,wc2.1_30s_bio_1,wc2.1_30s_bio_2,wc2.1_30s_bio_3,wc2.1_30s_bio_4,wc2.1_30s_bio_5,wc2.1_30s_bio_6,wc2.1_30s_bio_7,wc2.1_30s_bio_8,wc2.1_30s_bio_9,wc2.1_30s_bio_10,wc2.1_30s_bio_11,wc2.1_30s_bio_12,wc2.1_30s_bio_13,wc2.1_30s_bio_14,wc2.1_30s_bio_15,wc2.1_30s_bio_16,wc2.1_30s_bio_17,wc2.1_30s_bio_18,wc2.1_30s_bio_19
46.265447,10.115375,6.933333396911621,10.466666221618652,36.342594146728516,680.26507568359375,21.899999618530273,-6.900000095367432,28.799999237060547,15.366666793823242,-0.04999999329447746,15.366666793823242,-1.3333333730697632,681,87,26,40.88477325439453,250,90,250,92
46.699461,8.850803,6.170833110809326,8.558333396911621,33.8274040222168,626.6485595703125,19.799999237060547,-5.5,25.299999237060547,13.949999809265137,-1.3333333730697632,13.949999809265137,-1.3333333730697632,1613,188,85,28.099422454833984,555,265,555,265
46.898653,7.932344,7.079166889190674,8.458333015441895,33.969207763671875,621.21746826171875,20.700000762939453,-4.199999809265137,24.900001525878906,14.766666412353516,0.5666667222976685,14.766666412353516,-0.3666665852069855,1355,147,92,16.640838623046875,427,288,427,298
46.921942,9.172731,5.8458333015441895,8.058333396911621,32.233333587646484,628.44854736328125,19.200000762939453,-5.800000190734863,25,13.550000190734863,-1.783333420753479,13.550000190734863,-1.783333420753479,1509,187,81,28.672286987304688,532,260,532,260
46.736853,8.351842,5.266666412353516,8.100000381469727,32.92683029174805,611.5491943359375,18.799999237060547,-5.800000190734863,24.599998474121094,12.899999618530273,-1.899999976158142,12.899999618530273,-1.899999976158142,1465,167,84,23.50251579284668,492,272,492,272
46.274817,7.065661,7.487500190734863,9.375,35.377357482910156,641.30950927734375,22.100000381469727,-4.400000095367432,26.5,15.5,6.7166666984558105,15.5,-0.09999998658895493,1214,123,80,12.33740234375,338,258,338,314
47.047992,6.754314,6.241666793823242,8.133333206176758,32.79570007324219,625.63726806640625,20,-4.800000190734863,24.799999237060547,12.100000381469727,1.75,13.983333587646484,-1.2333333492279053,1304,125,92,8.877726554870605,348,294,341,333
46.75275,8.137867,7.245833396911621,8.308333396911621,33.233333587646484,625.650390625,20.899999618530273,-4.099999904632568,25,14.983333587646484,0.7166666388511658,14.983333587646484,-0.2666666507720947,1352,154,85,21.47890281677246,454,276,454,278
47.561983,7.850547,9.770833015441895,8.841667175292969,33.49116134643555,663.281982421875,24.700000762939453,-1.7000000476837158,26.400001525878906,16.516666412353516,2.9833333492279053,18.100000381469727,1.7999999523162842,1111,110,73,11.071711540222168,312,243,305,273
47.050589,9.439256,9.166666984558105,8.366666793823242,33.73655700683594,626.65899658203125,22.600000381469727,-2.200000047683716,24.80000114440918,16.899999618530273,2.6666665077209473,16.899999618530273,1.566666603088379,1048,128,64,25.08434295654297,362,199,362,202
46.709511,9.44165,8.908332824707031,9.399999618530273,34.55882263183594,669.94512939453125,23.299999237060547,-3.9000000953674316,27.19999885559082,17.083332061767578,2.0166666507720947,17.083332061767578,0.5833333134651184,1075,130,60,29.1260986328125,379,184,379,189
46.622889,9.182461,4.945833206176758,8.725000381469727,34.486167907714844,617.15057373046875,18.5,-6.800000190734863,25.299999237060547,12.65000057220459,-2.3333332538604736,12.65000057220459,-2.3333332538604736,1665,184,77,28.344928741455078,546,258,546,258
46.225417,8.605172,7.5333333015441895,8.866666793823242,35.46666717529297,610.072021484375,21.200000762939453,-3.799999952316284,25,13.466667175292969,0.46666669845581055,15.316666603088379,0.46666669845581055,1339,148,66,28.023033142089844,429,206,427,206
46.648728,7.182475,6.641666412353516,8.949999809265137,34.68992233276367,633.85125732421875,20.799999237060547,-5,25.799999237060547,14.516666412353516,0.01666668988764286,14.516666412353516,-0.8833333253860474,1313,140,85,14.080607414245605,391,281,391,309
47.223239,8.679778,9.483333587646484,7.766666889190674,30.698287963867188,662.7982177734375,23.399999618530273,-1.899999976158142,25.299999237060547,17.649999618530273,2.5999999046325684,17.649999618530273,1.4000000953674316,1231,146,68,26.263368606567383,431,225,431,235
47.378142,8.565853,9.0625,7.8416666984558105,30.872703552246094,660.78167724609375,23.100000381469727,-2.299999952316284,25.399999618530273,17.28333282470703,2.25,17.28333282470703,1.0666667222976685,1118,135,62,25.24354362487793,382,205,382,216
47.364822,8.881672,8.112500190734863,7.8416666984558105,31.366668701171875,652.70458984375,21.799999237060547,-3.200000047683716,25,16.149999618530273,1.3166667222976685,16.149999618530273,0.13333332538604736,1245,149,67,27.240352630615234,439,223,439,234
46.256639,7.092033,5.974999904632568,8.800000190734863,33.97683334350586,635.3577880859375,20.299999237060547,-5.599999904632568,25.899999618530273,-1.5166666507720947,4.9166669845581055,13.883333206176758,-1.5166666507720947,1240,124,84,12.545784950256348,346,265,324,346
46.394025,8.655608,7.712500095367432,9.058333396911621,34.31187057495117,646.9688720703125,22,-4.400000095367432,26.399999618530273,15.783332824707031,-0.0833333358168602,15.783332824707031,-0.0833333358168602,1441,166,75,27.945825576782227,485,232,485,232
46.987397,8.068953,7.837500095367432,8.675000190734863,34.42460250854492,626.4478759765625,21.600000381469727,-3.5999999046325684,25.200000762939453,15.600000381469727,1.3666666746139526,15.600000381469727,0.2666666805744171,1410,155,95,18.036544799804688,453,298,453,308
46.555264,7.373433,6.879166603088379,9.541666984558105,35.47087860107422,650.86468505859375,21.5,-5.400000095367432,26.899999618530273,14.866666793823242,2.5333333015441895,14.866666793823242,-1.0000001192092896,1182,127,78,14.586248397827148,355,255,355,280
46.498772,6.26595,7.554166793823242,7.9583330154418945,32.219974517822266,627.5401611328125,21.399999618530273,-3.299999952316284,24.69999885559082,4.050000190734863,6.599999904632568,15.399999618530273,0.09999998658895493,1304,122,90,9.73076057434082,358,291,324,341
47.763636,8.612414,8.004166603088379,8.641666412353516,32.733585357666016,669.2548828125,22.700000762939453,-3.700000047683716,26.400001525878906,16.316667556762695,1.0833332538604736,16.316667556762695,-0.10000002384185791,894,103,54,18.19138526916504,279,186,279,210
47.219356,8.5767,8.854166984558105,8.158332824707031,31.86849021911621,659.04010009765625,22.799999237060547,-2.799999952316284,25.599998474121094,16.933332443237305,2.049999952316284,16.933332443237305,0.75,1260,148,71,25.172950744628906,435,234,435,243
46.868244,9.5419,9.079166412353516,9.058333396911621,34.97426223754883,639.74237060546875,22.899999618530273,-3,25.899999618530273,16.933334350585938,2.5,16.933334350585938,1.2500001192092896,970,120,57,28.02044677734375,343,176,343,181
47.126578,7.613264,9.191666603088379,8.949999809265137,34.030418395996094,652.6513671875,23.700000762939453,-2.5999999046325684,26.30000114440918,15.583333969116211,2.549999952316284,17.266666412353516,1.2333333492279053,1061,119,67,19.554344177246094,333,202,330,212
47.166089,7.887067,8.329166412353516,8.791666984558105,34.20882034301758,638.56536865234375,22.5,-3.200000047683716,25.700000762939453,16.25,1.75,16.25,0.5833333134651184,1310,139,89,14.225558280944824,394,279,394,297
47.279386,7.385775,8.383333206176758,8.233333587646484,33.06559371948242,633.43341064453125,22.200000762939453,-2.700000047683716,24.900001525878906,14.5,1.8333333730697632,16.200000762939453,0.6833333373069763,1053,117,68,18.226343154907227,330,206,318,220
46.808986,9.836586,3.304166555404663,10.141666412353516,36.48081588745117,656.50054931640625,17.799999237060547,-10,27.799999237060547,11.283332824707031,-1.4833333492279053,11.283332824707031,-4.633333206176758,1095,144,63,33.53950119018555,415,195,415,199
46.492022,7.561067,5.116666793823242,8.350000381469727,33.66935729980469,618.007568359375,18.799999237060547,-6,24.799999237060547,-2.049999952316284,3.6666665077209473,12.75,-2.049999952316284,1095,107,72,11.32330322265625,305,248,285,305
46.395917,6.229419,9.995833396911621,9.008333206176758,33.73907470703125,656.8466796875,25.100000381469727,-1.600000023841858,26.700000762939453,10.233333587646484,5.733333110809326,18.25,2.1500000953674316,1069,106,71,12.201355934143066,301,232,271,259
47.548594,7.582372,10.541666984558105,8.933333396911621,33.583961486816406,662.8616943359375,25.399999618530273,-1.2000000476837158,26.600000381469727,17.049999237060547,3.816666603088379,18.816665649414063,2.5166666507720947,782,87,46,21.55569839477539,254,143,246,157
46.315447,8.598925,9.141666412353516,9.216667175292969,33.760684967041016,675.028076171875,23.799999237060547,-3.5,27.299999237060547,17.516666412353516,0.8833333253860474,17.516666412353516,0.8833333253860474,1409,162,75,27.208417892456055,461,228,461,228
47.265269,8.582169,8.916666984558105,7.583333492279053,30.70175552368164,647.0047607421875,22.5,-2.200000047683716,24.700000762939453,16.91666603088379,2.2166666984558105,16.91666603088379,1.0666667222976685,1223,146,69,25.176233291625977,422,227,422,238
46.169278,8.798214,11.416666984558105,9.566666603088379,33.10265350341797,706.1429443359375,26.700000762939453,-2.200000047683716,28.900001525878906,14.899999618530273,2.75,20.200000762939453,2.75,1423,164,64,30.135046005249023,457,213,444,213
46.646331000000004,6.777689,9.125,8.633333206176758,32.82636260986328,658.9609375,23.899999618530273,-2.4000000953674316,26.299999237060547,17.366666793823242,2.366666555404663,17.366666793823242,1.2333333492279053,1168,125,79,14.416655540466309,346,241,346,252
47.474228,8.795444,8.616666793823242,8.016666412353516,31.193256378173828,671.190673828125,22.799999237060547,-2.9000000953674316,25.69999885559082,16.866666793823242,1.7000000476837158,16.866666793823242,0.383333295583725,1076,129,60,25.536378860473633,372,196,372,210
47.3591,8.590272,8.720833778381348,7.8416666984558105,31.117725372314453,653.52349853515625,22.600000381469727,-2.5999999046325684,25.200000762939453,16.83333396911621,1.9833334684371948,16.83333396911621,0.8000000715255737,1154,139,64,25.330453872680664,396,211,396,223
46.355131,7.118014,5.895833492279053,9.158333778381348,34.559749603271484,646.69952392578125,20.399999618530273,-6.099999904632568,26.5,13.866666793823242,4.799999713897705,13.866666793823242,-1.7833333015441895,1289,126,89,11.617025375366211,349,282,349,347
46.340108,7.009622,6.641666889190674,8.833333015441895,35.05290985107422,613.802734375,20.600000381469727,-4.599999904632568,25.200000762939453,0.4333334267139435,5.433333396911621,14.383333206176758,-0.41666659712791443,1336,132,91,11.608957290649414,370,291,346,370
47.098392,6.986644,6.616666793823242,8.033332824707031,32.39247512817383,628.73370361328125,20.299999237060547,-4.5,24.799999237060547,12.566666603088379,2.200000047683716,14.383333206176758,-0.9166666865348816,1219,121,84,10.328700065612793,340,268,336,295
47.18465,7.702511,9.195833206176758,8.908332824707031,33.87199020385742,654.7916259765625,23.700000762939453,-2.5999999046325684,26.30000114440918,15.666666984558105,2.4833333492279053,17.299999237060547,1.2000000476837158,1110,123,71,17.881938934326172,344,218,340,231
47.331994,9.415403,7.741666793823242,7.599999904632568,31.275720596313477,636.83819580078125,20.899999618530273,-3.4000000953674316,24.299999237060547,15.583333015441895,1.0333333015441895,15.583333015441895,0.03333330154418945,1308,163,66,31.2042293548584,471,219,471,219
46.337594,9.555908,6.929166793823242,9.125,32.942237854003906,682.43365478515625,21.5,-6.199999809265137,27.700000762939453,15.316666603088379,-1.5,15.316666603088379,-1.5,1112,127,50,31.678232192993164,375,170,375,170
46.834311,9.457442,9.458333015441895,9.133333206176758,34.72750473022461,654.039306640625,23.5,-2.799999952316284,26.299999237060547,17.433332443237305,2.75,17.433332443237305,1.383333444595337,967,117,56,26.739734649658203,338,177,338,181
46.983531,9.660289,7.074999809265137,9.183333396911621,35.0508918762207,640.6690673828125,20.899999618530273,-5.300000190734863,26.200000762939453,14.899999618530273,0.3333333432674408,14.899999618530273,-0.75,1218,154,73,29.053163528442383,438,222,438,224
46.983786,9.64715,8.041666984558105,9.100000381469727,34.732826232910156,645.89202880859375,21.899999618530273,-4.300000190734863,26.200000762939453,15.916666984558105,1.2833333015441895,15.916666984558105,0.09999994188547134,1104,138,66,27.79107093811035,393,205,393,206
46.928553,9.710558,7.929166793823242,9.02500057220459,33.80149841308594,663.7923583984375,22.100000381469727,-4.599999904632568,26.700000762939453,15.966666221618652,0.9833332896232605,15.966666221618652,-0.30000004172325134,1045,130,62,27.87383270263672,371,192,371,195
47.561031,8.063136,9.675000190734863,9.066666603088379,33.705081939697266,672.31787109375,24.799999237060547,-2.0999999046325684,26.899999618530273,16.53333282470703,5.5333333015441895,18.08333396911621,1.5333333015441895,1107,110,73,11.16447925567627,309,244,303,279
46.915883,8.993658,7.183333396911621,8.116666793823242,31.705730438232422,655.152099609375,20.899999618530273,-4.699999809265137,25.599998474121094,15.149999618530273,-0.8833333253860474,15.149999618530273,-0.8833333253860474,1547,191,83,27.970203399658203,548,275,548,275
47.092389,9.0719360000000009,9.408333778381348,8.100000381469727,31.395349502563477,675.78515625,23.299999237060547,-2.5,25.799999237060547,17.600000381469727,2.4166665077209473,17.600000381469727,1,1380,174,78,26.8917293548584,490,257,490,266
47.365283,7.999019,9.612500190734863,8.975000381469727,33.7406005859375,666.299560546875,24.5,-2.0999999046325684,26.600000381469727,17.933332443237305,2.816666603088379,17.933332443237305,1.5499999523162842,1182,122,78,12.453614234924316,342,255,342,278
46.815436,10.335078,5.816666603088379,10.033333778381348,35.08158493041992,690.7484130859375,20.899999618530273,-7.699999809265137,28.599998474121094,14.149999618530273,-2.799999952316284,14.149999618530273,-2.799999952316284,737,99,39,37.06355285644531,284,120,284,120
46.222336,7.594153,4.520833492279053,8.208333015441895,33.36720657348633,607.47784423828125,18.200000762939453,-6.400000095367432,24.600000381469727,1.6333332061767578,12.033333778381348,12.149999618530273,-2.3333332538604736,889,87,59,13.516339302062988,256,190,208,250
46.34585,9.595214,5.683333396911621,9.533333778381348,33.56807327270508,681.5401611328125,20.5,-7.900000095367432,28.399999618530273,14.033333778381348,-2.75,14.033333778381348,-2.75,1091,125,48,32.88936233520508,371,162,371,162
47.470556,8.154928,9.345832824707031,8.925000190734863,33.42696762084961,666.6417236328125,24.299999237060547,-2.4000000953674316,26.69999885559082,16.133333206176758,5.233333110809326,17.683332443237305,1.3000000715255737,1174,118,79,11.174356460571289,327,261,326,296
47.256317,7.808556,9.216666221618652,8.766666412353516,33.71794891357422,651.6912841796875,23.600000381469727,-2.4000000953674316,26,17.299999237060547,2.549999952316284,17.299999237060547,1.283333420753479,1158,124,76,14.879027366638184,346,239,346,256
47.690281,8.744,9.254166603088379,8.691666603088379,32.43159103393555,691.7088623046875,24.200000762939453,-2.5999999046325684,26.80000114440918,17.75,2.183333396911621,17.75,0.7666667103767395,882,104,52,21.14215087890625,288,170,288,188
47.179358,8.573208,8.066666603088379,8.25,32.60869598388672,645.076904296875,21.899999618530273,-3.4000000953674316,25.299999237060547,16.049999237060547,1.3999998569488525,16.049999237060547,0.2333332747220993,1381,160,81,23.945039749145508,473,263,473,274
46.931325,9.566175,9.612500190734863,8.941666603088379,34.657623291015625,639.3111572265625,23.399999618530273,-2.4000000953674316,25.799999237060547,17.433334350585938,3.0333333015441895,17.433334350585938,1.7499998807907104,860,104,53,25.206981658935547,297,163,297,169
47.218989,9.520044,9.266666412353516,8.516666412353516,33.01033401489258,657.79705810546875,23.100000381469727,-2.700000047683716,25.80000114440918,17.33333396911621,2.5,17.33333396911621,1.183333396911621,1114,139,64,27.734153747558594,396,202,396,207
47.681939,8.615533,9.375,8.516666412353516,31.778606414794922,692.0440673828125,24.299999237060547,-2.5,26.799999237060547,17.91666603088379,2.316666603088379,17.91666603088379,0.9166666865348816,909,102,55,17.11598777770996,281,187,281,209
47.568867,8.249947,9.75,9.050000190734863,33.394832611083984,678.90283203125,25,-2.0999999046325684,27.100000381469727,16.683334350585938,5.5833330154418945,18.25,1.5499999523162842,1056,106,69,11.67674732208252,294,233,292,272
47.131972,8.748844,7.2208333015441895,8.041666984558105,32.03851318359375,641.633056640625,20.700000762939453,-4.400000095367432,25.100000381469727,15.100000381469727,0.43333330750465393,15.100000381469727,-0.6000000238418579,1487,179,83,26.160449981689453,522,276,522,282
47.442925,9.533178,7.679166793823242,7.608333110809326,31.439393997192383,627.37713623046875,20.899999618530273,-3.299999952316284,24.19999885559082,15.466667175292969,1.100000023841858,15.466667175292969,0.1666666716337204,1353,168,70,30.070852279663086,483,229,483,231
47.062769,8.342442,9.179166793823242,8.641666412353516,33.365509033203125,647.50030517578125,23.399999618530273,-2.5,25.899999618530273,17.233333587646484,2.616666793823242,17.233333587646484,1.3666666746139526,1377,157,86,21.483694076538086,460,275,460,282
47.265317,8.332283,8.649999618530273,8.483333587646484,33.00907897949219,653.6331787109375,22.799999237060547,-2.9000000953674316,25.69999885559082,16.71666717529297,1.933333396911621,16.71666717529297,0.6666666269302368,1276,140,82,17.51288414001465,402,263,402,282
47.481914,8.332208,8.824999809265137,8.783333778381348,33.020050048828125,666.89752197265625,23.700000762939453,-2.9000000953674316,26.600000381469727,17.166667938232422,4.616666793823242,17.166667938232422,0.8166666626930237,1167,120,77,12.571856498718262,336,257,336,291
46.143428,8.841697,11.366666793823242,9.050000190734863,31.533100128173828,712.25421142578125,26.5,-2.200000047683716,28.700000762939453,14.933333396911621,2.566666603088379,20.200000762939453,2.566666603088379,1442,166,63,30.62015151977539,463,213,445,213
46.872614,8.658569,8.949999809265137,8.416666984558105,32.12468338012695,663.0919189453125,23.100000381469727,-3.0999999046325684,26.200000762939453,17.049999237060547,2.0999999046325684,17.049999237060547,0.7500000596046448,1469,177,82,27.666685104370117,524,270,524,270
46.18625,7.21845,10.004166603088379,10.391666412353516,35.83333206176758,702.86572265625,25.700000762939453,-3.299999952316284,29,5.233333110809326,10.09999942779541,18.633333206176758,1.3500001430511475,744,72,49,11.820286750793457,206,159,199,192
46.884997,10.464608,6.6541666984558105,9.824999809265137,34.595069885253906,693.9329833984375,21.799999237060547,-6.599999904632568,28.399999618530273,15.050000190734863,-0.5333333015441895,15.050000190734863,-1.9666666984558105,761,103,41,36.94718551635742,296,126,296,126
46.2415,6.850589,5.391666889190674,8.233333587646484,33.19892501831055,620.10205078125,19.100000381469727,-5.699999809265137,24.799999237060547,-1.7999999523162842,3.9499998092651367,13.083333969116211,-1.7999999523162842,1402,144,97,12.623100280761719,403,313,342,403
47.656878,8.490242,8.966667175292969,8.933333396911621,33.08641815185547,684.05987548828125,24.100000381469727,-2.9000000953674316,27,17.450000762939453,4.766666412353516,17.450000762939453,0.6499999165534973,967,102,62,13.653854370117188,278,212,278,246
47.472492,9.494931,9.295833587646484,7.358333587646484,29.199735641479492,677.31573486328125,23.100000381469727,-2.0999999046325684,25.200000762939453,17.66666603088379,2.2833333015441895,17.66666603088379,1.0333333015441895,1206,150,62,30.350584030151367,434,201,434,206
46.808222,7.716267,7.487500190734863,8.958333015441895,34.99348831176758,629.68292236328125,21.5,-4.099999904632568,25.600000381469727,15.300000190734863,1,15.300000190734863,-0.0833333358168602,1237,137,83,17.017263412475586,387,257,387,270
46.527333,8.932936,6.637500286102295,8.975000381469727,34.519229888916016,637.9232177734375,20.600000381469727,-5.400000095367432,26,14.566666603088379,-1.033333420753479,14.566666603088379,-1.033333420753479,1542,175,79,28.63775634765625,522,246,522,246
47.381992,7.215775,7.349999904632568,8.100000381469727,33.33333206176758,615.234619140625,20.899999618530273,-3.4000000953674316,24.299999237060547,13.183333396911621,3,15.066666603088379,0.08333329111337662,1229,121,85,10.360971450805664,344,271,329,301
47.563608,9.376172,9.899999618530273,6.983333587646484,28.503400802612305,667.352294921875,23.600000381469727,-0.8999999761581421,24.5,18.25,2.9833333492279053,18.25,1.933333396911621,1017,126,53,29.448293685913086,362,169,362,180
47.698183,8.457489,8.933333396911621,9.350000381469727,34,689.24969482421875,24.399999618530273,-3.0999999046325684,27.5,17.5,8.716666221618652,17.5,0.5499999523162842,969,99,64,13.401208877563477,270,211,270,257
